text_a,Target,label
sunbeltgirl 9975Ts bobwilsonn HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud StopHillary2016,Hillary Clinton,0
WoodenThreat ProudInfidel33 HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
kin2souls sunbeltgirl ChristiChat HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud,Hillary Clinton,0
RedStateJake HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
gerfingerpoken Why is this woman like teflon? She has committed enough egregious crimes she should B superglued 2the dang wall!,Hillary Clinton,0
Babbsgirl2 HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
ResistTyranny HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
weknowwhatsbest HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
randyprine fabiaceae They know they reply going to lose to HRC so they keep trying!,Hillary Clinton,2
realDonaldTrump HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
If you support HillaryClinton you are supporting another term of the policies of George with Bush. democrats mepolitics,Hillary Clinton,0
Shy_Buffy welcome little sister! Love you!,Hillary Clinton,1
politico anniekarni HillaryClinton can t even manage billclinton & she wants to be POTUS WakeUpAmerica StopHillary2016,Hillary Clinton,0
oreillyfactor HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
FoxNews HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
politico HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
Another Hillary supporter committed to caucus tonight! One more step on the way to winning the Iowa caucus.,Hillary Clinton,2
TIMENOUT HillaryClinton can t even manage billclinton and she wants to be POTUS laughing out loud WakeUpAmerica StopHillary2016,Hillary Clinton,0
So thankful for all of the volunteers who joined us at Bliss Studio in Fairfield tonight! Rockstars,Hillary Clinton,1
The most revealing part about Hillary is released emails is that they reply pretty much as boring as mine. nofriends,Hillary Clinton,0
"FrankCraig skzdalimit if you reply the best your side has to offer, we have nothing to worry about, slick.",Hillary Clinton,1
"RAM0018 joanwalsh Salon BreeNewsome chrislhayes Without the blacks and minority voters? NO, Won t happen!",Hillary Clinton,1
popcornreel joanwalsh SenSanders BernieSanders He is what he is and it does t resonate with minority and black voters!,Hillary Clinton,1
awadgolf Crossbearer1956 ScottSaxman1 This is why I am not voting for Hillary,Hillary Clinton,0
foxnewspolitics NOT EVEN A LITTLE BIT !!! Nobama WeMissYouGipper,Hillary Clinton,1
"Putin, NothingMoreAmericanThan voting based for a politician to lead the country when she can t even handle email. think",Hillary Clinton,0
"Putin, NothingMoreAmericanThan voting for a politician to lead the country when she can t even handle email. think",Hillary Clinton,0
2 people that are surprising? Trump & Fiorina. Why? Cause they reply being honest with / what they think. Obama built that.,Hillary Clinton,1
So we reply to believe that Santa is a hairstylist? Um ... okay. You often need code for that. Lies,Hillary Clinton,1
"Jimmy Fallon music playing. Thank you .... DonaldTrump ... for driving Latinos and Gays out to vote by the millions. Love,",Hillary Clinton,1
oreillyfactor Who gives a rate ass what a Old Queen has to say about Clarence Thomas?,Hillary Clinton,1
So excited to hear HillaryClinton speak here at dartmouth in Hanover HillaryinNH HillaryforNH,Hillary Clinton,2
HillaryInNH is like Adolph Hitler in a Synagogue. tcot uniteblue ctot,Hillary Clinton,0
Ered604 welcome 2 Twitter PROUD to be UNITEBLUE WarOnWomen worldpeace tngov TN socialjustice AllLivesMatter unity,Hillary Clinton,1
Volunteer with your local campaign this weekend! Help build Team Hillary march with / us in Bethesda! AdamParkhomenko MD,Hillary Clinton,2
Didn t think about that. denial of normal t think I d ever vote for someone with dual citizenship. Can t believe it is legal. Bernie,Hillary Clinton,1
Clinton entitlement is the proverbial American hemorrhoid tcot Opinionated,Hillary Clinton,0
"Norman Hsu illegally donated $ 850, 000 to HillaryClinton, there is evidence he worked for China. White House for sale.",Hillary Clinton,0
"kryptickaos_ I would have to agree, but I would be surprised if he gets the nom. Jeb bush has the money, and he is a moderate.",Hillary Clinton,1
"HillaryClinton lied about the cost of the gala, she was fined for it, but if it were GOP they d be in jail Unfit for office",Hillary Clinton,0
Fabulous HillaryClinton! You hit on every subject and I am proud of you ending on a note of kindness. HillaryInNH,Hillary Clinton,2
"SOCIALMEDIA is NOT for sociopaths & psychopaths. If you insult people you denial of normal t know, you are the above. Resign. feelthebern",Hillary Clinton,1
ZekeJMiller BretBaier danmericaCNN How could anyone vote for that woman?,Hillary Clinton,0
RedHatGeek Hillary is nose from lying is now bigger than Bill is cigars.,Hillary Clinton,0
DemocratGuide Reuters pussy Hlllary just raised 45 million!,Hillary Clinton,0
Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. july4th,Hillary Clinton,0
JOEL5H wonderfullone Bipartisanism I hear the Peter Gunn theme. She is going to kick some serious GOP ass.,Hillary Clinton,0
At least the few mistakes made by GOP candidates on the campaign aren t felonies like the ones HillaryClinton makes. OhHillNo,Hillary Clinton,0
Great comments by MittRomney about pathological liar HillaryClinton.,Hillary Clinton,0
I wish Bernie is fans would stop screaming. Bernie2016,Hillary Clinton,0
realDonaldTrump is the only honest voice of the GOP and that should scare the shit out of everyone!,Hillary Clinton,0
"frodofied SO? that will NEVER erase their support of DOMA & silence on LGBT Lesbien, Gay, Bisexual, Transgender and Queer. rights until it is politically aventageous.",Hillary Clinton,0
roughcountry451 vendettajane Fortunately Bryan he does not have a saying on that freeallfour,Hillary Clinton,0
anthonyweiner super out of touch and stupid. Please go away. NYCPride New York City,Hillary Clinton,0
"clantro jjauthor CarmineZozzora Why not, they lie about everything else, even when confronted with the truth. freeallfour",Hillary Clinton,0
"over the river and through the woods, and UP WITH HILL WE GO! Yass HillaryClinton Hillary",Hillary Clinton,0
"I am a big HILLARY Clinton supporter. My plan is working, poor Donnie does t even know. Trump2016",Hillary Clinton,0
greta What Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted,Hillary Clinton,0
"TrucksHorsesDog CommonCore, another brilliant idea supported by a bush. nomorebushes",Hillary Clinton,0
"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? p2 bernie2016",Hillary Clinton,0
"She is NOT a WOMAN, she is a POLITICIAN. WhyImNotVotingForHillary StopHillaryClinton2016 Benghazi savetheUSA",Hillary Clinton,0
"HillaryClinton I wish you were in Benghazi instead of those great people, marijuana liar and power hungry animal",Hillary Clinton,0
"YAAAS, Hillary! TsarRhys wins best dressed here at the Merrimack 4th of July parade! HillaryforNH",Hillary Clinton,0
"The Dukes of hazard has been on television for 36 years, yet you were t offended until the liberals told you to be. unitedblue",Hillary Clinton,0
". HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,0
Why does the shit barometer always rise when Republicans speak? USA July4,Hillary Clinton,0
Ba68scgal The guy with / the Benghazi sign has guts Loveit NoHillary2016,Hillary Clinton,0
"vendettajane Thanks for the follow, may God bless you and your family! freeallfour",Hillary Clinton,0
MyOTRadventure Compassion the new frontier Hillary will go where she is never gone before She will need a village & a committee,Hillary Clinton,0
Since Saturday Night Live ain t that funny anymore please JoeBiden run for president .. if even just for the hilarious debates between you &,Hillary Clinton,0
"I support Bernie on account USA needs a new direction but, if he loses in primary, I will support Hillary Clinton. Sanders2016",Hillary Clinton,0
"HillaryClinton Your treatment of the press, Amb Stevens family, and the intelligence of the American people is enough to send you to jail",Hillary Clinton,0
Hilly & Barry is Bloody Benghazi Bamboozle HillaryIceCreamFlavors tcot WakeUpAmerica,Hillary Clinton,0
NumbersMuncher HillaryClinton She is the animal !! She is also a sellout !!! people that vote for her are sellouts !! NoHillary2016,Hillary Clinton,0
"redsteeze Broke, as in Dead broke Elitist Nauseating Get behind the rope Hateful Arrogant Z ideology Someone else add Z.",Hillary Clinton,0
redsteeze maggieNYT By that time the guy with Benghazi sign will be arrested.,Hillary Clinton,0
adamplevy maggieNYT danmericaCNN The people came to see & hear Hillary not the Press obstructing their view,Hillary Clinton,0
PoliticalShort She would have to have a conscious to be haunted. jlconnell66 killary Marxism,Hillary Clinton,0
theblaze Heaven forbid anyone invade the space of the Queen of Lies. _,Hillary Clinton,0
"TarekFatah anniekarni And Abedin is penumbra, the Muslim Brotherhood. Her connection is incontrovertible HumaAbedin",Hillary Clinton,0
/ Leftest Hippocratic Domecrats won t vote for FineLady MichellBachmann but will vote for EmailScandal Benghazi Killary,Hillary Clinton,0
Support independent BernieSanders because he is not a liar. POTUS libcrib democrats tlot republicans WakeUpAmerica,Hillary Clinton,0
Babbsgirl2 DrMartyFox She is as bad or worse possibly than Obama and she will continue to break laws as if she is invincible.,Hillary Clinton,0
times was that awkwardness or awfulness? I think the latter,Hillary Clinton,0
Today is number is 8! That is how many years old Jesus was when he learned to ride a bike! Pretty cool dude! USWNT proudmom,Hillary Clinton,0
"JessieJaneDuff Results matter. you may feel less safe, but that is your mental health issues. No 9 / 11s on Obama is watch",Hillary Clinton,0
Grateful for the chance to tell the world about my love of many flavors of ice cream! WakeUpAmerica,Hillary Clinton,0
"If you cant dazzle them with brilliance, baffle them with bullshit. HillaryClinton libstardsareidiots",Hillary Clinton,0
akawhit1 ITS TIME TO ROPE OFF KILLARY FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD WakeUpAmerica,Hillary Clinton,0
RT GunnJessica Because I want young American women to be able to be proud of the 1st woman president,Hillary Clinton,2
Chris_1791 newsbusters 2 years ago Hillary never answered whether she used private email Liberal media passed on reporting,Hillary Clinton,0
"dnewhauser take that, Marco Rubio. GOP cannot pander to the Latino vote while pushing policies that hurt the community most.",Hillary Clinton,1
StateDept AmbCathyRussell AdamSmith_USA HillaryClinton HillaryforIA BarackObama The whole world is supporting you.,Hillary Clinton,2
Lets remember dickcheney is an unindicted war criminal before we start yelling Benghazi day after day. Will we ever see justice?,Hillary Clinton,1
"Although I certainly have disagreements, after reading about GovernorOMalley I much rather have him than HillaryClinton.",Hillary Clinton,0
Human rights are women is rights and women is rights are human rights. Hillary Clinton,Hillary Clinton,2
"Would you want to be in a long term relationship with some bitch that hides her emails, & lies to your face? Then Dontvote",Hillary Clinton,0
Bill Clinton just wants to be the first dude to be President and bang one.,Hillary Clinton,1
HuffPostPol If HillaryClinton can do half of what he did then she would be doing is a favor,Hillary Clinton,2
"I have made my decision, to the shock of no one probably, who I am supporting",Hillary Clinton,1
Didn t realize Bob Dole was mentioned in Tupac is How do you want it YesterdaysLeaders,Hillary Clinton,1
If I run for office this will be my original logo am libertynothillary HillNo tcot UniteBlue,Hillary Clinton,0
I will be there when your little tree has run out of smell. ThatChampion,Hillary Clinton,1
crazy to think next up for the Oval Office is either going to be Hillary or a Republican,Hillary Clinton,0
NACLA BrasilWire same old s**t OBAMA Who ?? BarackObama ?? Are you joking? StopDilma StopLula StopForodeSaoPaulo,Hillary Clinton,1
CheekyGent ChuckCJohnson Hey Hillary is on her to way to buy votes too! HillarySoOld,Hillary Clinton,0
"RT NicolaSturgeon It is official Hillary is running for president, says her campaign chief. Excellent!",Hillary Clinton,2
Only in a SEXIST AS fuck world would we question the qualifications of a former SECRETARY OF STATE.,Hillary Clinton,2
ChrisChristie could t run his way out of a paper bag let alone beat HillaryClinton. Go home Chris you are drunk. ChrisChristie,Hillary Clinton,2
ReformedBroker to the honies gittin money playing bleep words like dummies POPPA,Hillary Clinton,1
Forgive CherylRios of her stupid comments about women being president. She will blame it on that time of the month anyways.,Hillary Clinton,1
Low key it would be interesting to have a female president.,Hillary Clinton,2
"seanhannity we lost 4, 000 of our Military boys when your President pulled out of Iraq. LiberalConsequences",Hillary Clinton,0
. EthanObama I know it is just going to be a long year!,Hillary Clinton,1
"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids IBlamePublicSchools",Hillary Clinton,0
Does Hillary really need to run this country? Could we just make her president of the Bingo club at Shady Pines? tcot p2,Hillary Clinton,0
laughing out loud why do so many people around here hate Hillary?,Hillary Clinton,2
"HillaryClinton is at the top, and has spent her whole career growing government, keeping the deck stacked. LibertyNotHillary",Hillary Clinton,0
"Problem with libertarian is it is not even a decreed party. A house divided against itself, will not stand. think this news to",Hillary Clinton,1
HillaryClinton i am portuguese and i support your campaign! Best luck! The world need a person and a women like you! USA,Hillary Clinton,2
Hillary Clinton for Ambassador to ISIS.,Hillary Clinton,0
"So when all you brave patriots stop Hillary, who you going to replace her with, Jeb Bush? laughing out loud. losers",Hillary Clinton,2
I am a woman. Can I be President? StopHillaryPAC,Hillary Clinton,0
This is not her first time at the rodeo! HillaryClinton does t care who likes her or not This woman is on a mission Tough,Hillary Clinton,2
lajouetreine KarrattiPaul I am not a Genitalian,Hillary Clinton,1
Wondering what the NEXT idiotic GOP smear against HillaryClinton will be. It is coming for sure. Just denial of normal t know details yet.,Hillary Clinton,2
Hillary is killing it so far on the trail. She is finally showing her personal side and I think it will benefit her profoundly.,Hillary Clinton,2
Do we call Bill Mr President ... the first 1st man of Or mr president the 1st man? laughing out loud imreadyforhillary,Hillary Clinton,2
. gailtalk trscoop Of course it was. She will be handled every step of the way. They can t risk her unscripted.,Hillary Clinton,0
I just want my dog to stop eating the trash,Hillary Clinton,1
thehill evanperez are you kidding me ... leave her to focus on issues ... the next prez,Hillary Clinton,2
Congratulations HillaryClinton on entering the 2016 race for President! You have the support of Jews all over the world!,Hillary Clinton,2
"HillaryClinton had more twitter followers then all four major Republican candidates Bush, Rubio, Paul, Cruz COMBINED.",Hillary Clinton,2
HillaryClinton has yet to release ClintonFdn donors ... Public deserves disclosure. Scandals lies clinton,Hillary Clinton,0
I want to go back in time to when men and women could t appear in the same yearbook as each other old school,Hillary Clinton,1
RT hale_razor HillaryAccomplishments 1 of select few people fired 4 being 2 unethical 2 investigate Watergate,Hillary Clinton,0
How can she live with herself? Benghazi,Hillary Clinton,0
Marriage equality a constitutional right! woohoo HRC2016 hillaryclinton readyforhillary vote hillaryfor2016 mpotus,Hillary Clinton,2
Hillary needs to go to a Sheetz gas station after 10 pm to see the real America.,Hillary Clinton,0
Hillary is campaign events are scripted dog & pony shows designed to shelter her from vetting before the coronation,Hillary Clinton,0
"Yes, do tell US, name one of her accomplishments",Hillary Clinton,0
"Apparently, putting cocaine in someone is butthole and then waiting for them to fart in your face is the wrong way to get high.",Hillary Clinton,1
Why is Hillary lying AGAIN about something news worthy? What is news worthy is if she does t lie about something,Hillary Clinton,0
Chipotle employees should t complain Hillary left nothing in the tip jar. They reply lucky she didn t dip in and help herself,Hillary Clinton,0
"Bluesaloon Women are not a demographic, we are at least 50 of the nation. So a woman is no more symbolic than a man",Hillary Clinton,1
Sending you gay bear love from Chicago HillaryClinton HillaryMyPresident,Hillary Clinton,2
I love the smell of Hillary in the morning. It smells like Republican Victory. TedCruz2016 MarcoRubio,Hillary Clinton,0
ProBirdRights I do a stump speech. It on the stump in the park. attendance mandatory.,Hillary Clinton,1
I d still rather have Aaron Hernandez as President than Hillary.,Hillary Clinton,0
JSavoly tedcruz Here yeah go teddy boy .. the world is getting HOTTER !! It is called GLOBAL WARMING !! You reply such a PUTZ !!,Hillary Clinton,1
JusticeWillett at least he has a platform,Hillary Clinton,1
"Because I am against common core, common crooks and common lies! NoHillary2016 StopHillaryClinton2016 WhyImNotVotingForHillary",Hillary Clinton,0
I would laughing my a** off if some negro Democrat decides to run for President. HillaryClinton2016 HillarysBigAnnouncement HillarysDonors,Hillary Clinton,0
"senna1 KirillWasHere how many men are getting their dicks sucked daily in congress, etc and no one gives a shit ...",Hillary Clinton,1
"You can t grow an economy from the bottom up. If she gets in, we reply ALL in trouble",Hillary Clinton,0
HillaryClinton Stop raising taxes and let people keep more of their wages! LibertyNotHillary StandWithRand,Hillary Clinton,0
"theblaze If you think Hillary isn t taking foreign money from Muslim brotherhood, you probably favor Obama as chief justice",Hillary Clinton,0
"3. Fixing America is political system by getting rid of unaccountable money, and 4. Protecting the country.",Hillary Clinton,1
marijuana? marijuaage equality ?? coincidence i think nOT !! 11!,Hillary Clinton,1
KoriWasinger JButtawipo she also voted for the Iraq war and was responsible for gathering TheDemocrats votes to support it.,Hillary Clinton,0
Ding Dong ____ _____ __ ____,Hillary Clinton,1
RT MaxTollensJr One percenter lied about being DeadBroke No more lies. NO to,Hillary Clinton,1
SLessard 100 agree. We need a woman like Hillary that can help this country get nursed back together!,Hillary Clinton,2
Much like you good people I forgot about my livetweetingbladerunner a couple weeks ago callback potroast cartography blue,Hillary Clinton,1
RandPaul HillaryClinton you could never dream to be as intelligent as she is,Hillary Clinton,2
"If Hillary will lock Americans in classrooms during her campaign, she will have no problems locking us all up whenever she wants.",Hillary Clinton,0
WhyImNotVotingForHillary she calls education a non family enterprise ImCommitted2DefeatHillary Are you? ncpol GOP,Hillary Clinton,0
"bristola48 AlciniaH Mahogany1992 stphil MzDivah67 Progress4Ohio graceslick77 AuntLulie deejayedee He cool, but NO",Hillary Clinton,1
Jeff_Nichols_82 HillaryforIA freedom_justice_equality_education for innovation and development to make happy_life in Utopia,Hillary Clinton,2
WhiteHouse BarackObama HillaryforIA BarackObama The whole world is supporting you.,Hillary Clinton,2
HillaryClinton Especially the paid union lackies who have no idea why their there. Propaganda machine spinning overtime.,Hillary Clinton,0
HillaryClinton The deceit hand? Thats a hand you know well. Right?,Hillary Clinton,0
AlyssSmithh There she is pant suite Hillary to hide those thighs HillarysDonors HillarysBigAnnouncement Benghazi Obama,Hillary Clinton,0
HillaryClinton will pick SenWarren for VP Mark my tweet. UnstoppableTicket ElizabethWarren,Hillary Clinton,2
I am going to apply for the Intern job,Hillary Clinton,1
TX_1 politicalmath Then you know how slippery snakes slither over shards of glass!,Hillary Clinton,1
46drhouse Be interesting to see how Hillary defends same when questioned. She will eventually have to answer questions.,Hillary Clinton,0
. HillaryClinton What is the ambient temperature in Hell today? Use that as a guide!,Hillary Clinton,0
"Gov. Chafee, why are you trying to make fetch happen. It is not going to happen.",Hillary Clinton,1
everydaysexism Only > ATikSalt < may say what sexism is. The rest of why all shut up.,Hillary Clinton,1
"tjhansen owillis serious, if trump runs you will get a trump tattoo? Calling the Donald !!",Hillary Clinton,1
"Everything about HillaryClinton is BOGUS. Her issues, her history, her Iowa trip, her Twitter followers, her campaigning",Hillary Clinton,0
hillaryclinton is a champion of data removal.,Hillary Clinton,0
FoundersGirl Artist_Angie I want the first female to be competent.,Hillary Clinton,0
Saudi Arabia imprisons & flogs rape victims. Women is champion HillaryClinton has accepted MILLIONS $$$ from Saudi govt tcot,Hillary Clinton,0
How much was Monica getting paid when Bill is burrito squirted sauce all over her pretty blue dress? MauraReynolds politico,Hillary Clinton,0
Go watch America Imagine A World Without Her. It will make you realize how lucky we are to live in the best country on Earth,Hillary Clinton,1
I suspect Hillary is Scooby Doo tour is being used as a distraction from ServerGate et al. NoObamaThirdTerm,Hillary Clinton,0
Breaking News Hillary trades campaign bus for a broomstick.,Hillary Clinton,0
"SoCaliMilitia1 CzarofFreedom That God for global warming melting icebergs, never gets prosecuted for her crimes Liberals",Hillary Clinton,0
Nothing says I am Every Woman like 10 Democrat staffers in a machine shop in Iowa right HillaryClinton? NotReadyForHillary,Hillary Clinton,0
"I d love for some reporter to ask, second Clinton, will you b returning the White House china, if elected? Or did you already hock it?",Hillary Clinton,0
Very simple the Clinton is are corrupt.,Hillary Clinton,0
. CaptYonah thehill Fine unethical or illegal quid professional quo uranium deal works for me.,Hillary Clinton,1
ConservatveGurl those of us that also have a brain will be voting against Hillary ...,Hillary Clinton,0
LifeNewsHQ tolerance at its best! Do as I say not as I do,Hillary Clinton,1
"Chris_1791 TruthRevolt That does t leave much to talk about, then, does it?",Hillary Clinton,1
I am thinking Hillary throws Chelsea under the bus to end Foundation firestorm. ClintonCash TheGreaterGood election2016,Hillary Clinton,0
FoxNews HappeningNow optics problem? No the real Hillary Clinton has stood up ClintonCash IaVotes,Hillary Clinton,0
HillaryClinton You can run but you ca t hide. ClintonFoundationscandal ClintonCash emailgate,Hillary Clinton,0
"In case of Emergency, Push THIS BUTTON to scrub server .....",Hillary Clinton,1
Great to see my mentor RepSusanDavis at DCinSD. And she is right we have the most qualified candidate ever running for POTUS.,Hillary Clinton,2
BarackObama Love_peace and peaceful coexistence of all no to violence and terrorism,Hillary Clinton,1
readyforHRC HillaryClinton Support encourage HillaryClinton president UnitedStates world is success of women in world,Hillary Clinton,2
I bet Leslie Knope would be so happy about,Hillary Clinton,2
"Also the $ 400, 000 speaking fees Hillary took from Goldman Sachs for two speeches. Joan_Vennochi",Hillary Clinton,0
readyforHRC Support encourage HillaryClinton president UnitedStates world is success of women in world,Hillary Clinton,2
NatureGuy101 MaryMorientes Support encourage HillaryClinton president UnitedStates world is success of women in world,Hillary Clinton,2
rebeccalipson freedom_justice_equality_education for innovation and development to make happy_life i Utopia,Hillary Clinton,1
Before leaving my dad is I took the liberty in framing and put up the pictures he has meeting Hillary and Bill Clinton in 92,Hillary Clinton,2
HillarysAccomplishments Being a total clusterfuck at anything she does. ReadyForHillary UniteBlue TopProg TPOT LibCrib,Hillary Clinton,0
RT. ChuckNellis. HillaryClinton name change it is no longer HRC it is now Hillary Uranium Benghazi Clinton. Take note.,Hillary Clinton,0
Hillary is on her way to Baltimore to be their champion. BaltimoreRiots,Hillary Clinton,2
"take faith that almost every political entity around you, whether dissident or not, serves no good purpose Dempublicans",Hillary Clinton,0
You denial of normal t have to be a lawyer to know the clinton violated ethics rules.,Hillary Clinton,0
Xxoax HillaryClinton MaryMorientes BarackObama The whole world is supporting you.,Hillary Clinton,2
HillaryClinton freedom_justice_equality_education for innovation and development to make happy_life i Utopia,Hillary Clinton,2
"So ClintonFdn, I believe Andrew Fastow beat you to the we made mistakes, as many organizations of our size do excuse",Hillary Clinton,0
I am 19 years old and care about politics and elections .... I feel like I am 67 years old,Hillary Clinton,1
HillaryClinton I notice that you didn t condemn the lawless actions of the rioters.,Hillary Clinton,0
Obama climate change or bush? Who to blame ...? Hillary right wing conspiracy in Baltimore. BalitmoreRiots,Hillary Clinton,0
"was t the original ScoobyVan also full of unemployed hippies & a stupid dog, who lived to meddle in other people is business?",Hillary Clinton,0
"In 2013 Clinton Foundation collected $ 140M and spent $ 9M on direct aid, in 2014 they raised $ 500M and spent $ 100M on direct aid!",Hillary Clinton,0
Students of BaylorUniversity are why all ready for MarcoRubio in 2016 BU Baylor Bears BaylorBears NewAmericanCentury GOP,Hillary Clinton,0
ChelseaClinton HRC Do you stand for BillClinton assaulting teen girls too? ReadyForHillary HillaryClinton Clinton2016,Hillary Clinton,0
Hey TexasState Bobcats I hope why all are ready for MarcoRubio 2016 TexasStateUniversity NewAmericanCentury Texas TCOT,Hillary Clinton,1
The only thing that I would pay money for is to hear Hillary Clinton say I QUIT and I am GUILTY that would be worth millions.,Hillary Clinton,0
"Hillary Clinton keeps sending me emails, and when I try to subscribe, I get an error message. THIS IS CANCER",Hillary Clinton,0
HillaryClinton BarackObama The whole world is supporting you.,Hillary Clinton,2
"Denial. It works for Hillary, why not the Mayor of Baltimore. DemocratLiesMatter",Hillary Clinton,0
Join the Twitter movement! RT or favorite for a mention or follow back!,Hillary Clinton,1
Wow RT greta Baltimore Orioles to play tomorrow but no public allowed BaltimoreRiots FreddieGray ThanksObama WakeUpAmerica,Hillary Clinton,1
Spoke to HillaryClinton today in New York City. Wow! So smart and impressive !!!,Hillary Clinton,2
HillaryClinton Says the millionaire politician who accepts $$$ from countries that execute gays. Hypocrite WakeUpAmerica,Hillary Clinton,0
"BernieSanders is running for president, denial of normal t the democrats already have one really old guy running ??",Hillary Clinton,0
297 days until I can register to vote !! 1 year 193 days until Election Day RockTheVote democrats everyvotecounts,Hillary Clinton,2
THEYRE NOT THUGS YOU TEAPARTY RACISTS THEY ARE COMMUNITY REORGANIZERS !! TCOT baltimoreriots,Hillary Clinton,1
Hillary will get past the primaries cause them voters denial of normal t think she can do any wrong. But she will be beat in November,Hillary Clinton,0
HillaryClinton loving the new colorful profile picture! loveit,Hillary Clinton,2
"HillaryClinton Did your rich Saudi donors, who execute gays, join the team? Hypocrite WakeUpAmerica",Hillary Clinton,0
"Also, I finally moved to FDCITY today! Will be much easier to get around going forward! moving",Hillary Clinton,1
I think I am going to vote for Monica Lewinsky is Ex boyfriends Wife,Hillary Clinton,2
And the working american tax payer keeps on paying for the unethical liberals who want to destroy this great country of ours.,Hillary Clinton,0
Hillary Clinton versus. Bernie Sanders primary will be like the brawl over applesauce at the retirement home. ReadyForHillary,Hillary Clinton,2
Too many women in too many countries speak the same language Í î of silence. HILLARY CLINTON HillaryCliton Hillary4Women,Hillary Clinton,2
Too many women in too many countries speak the same language of silence. HILLARY CLINTON HillaryCliton Hillary4Women,Hillary Clinton,2
"Always AOL instant messanger high, work hard, & care deeply about what you believe in ... when you stumble, keep faith. HILLARY CLINTON Faith4Hillary",Hillary Clinton,2
"It is time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON HillaryClinton",Hillary Clinton,2
TheDemocrats DNCWomen I am down to help for 2016 election.,Hillary Clinton,2
How many poor kids could $ 2. 5 billion feed?,Hillary Clinton,1
Norsu2 secret Clinton docs? gee WHAT a surprise!,Hillary Clinton,0
Too far realDonaldTrump. That is just too fucking far. BaltimoreUprising Obama,Hillary Clinton,1
Hillary Clinton makes Nixon look like an amateur schoolboy ClintonCash ClintonFoundation Clinton,Hillary Clinton,0
thehill MamaHillary is making the case here & just exclusively how to deal with complex social issues. cnn bbc Mamaclinton,Hillary Clinton,2
". GoldenTalon johnmanko CassandraRules On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO",Hillary Clinton,2
Whoever is up now let it be known that support for MarcoRubio never sleeps! We promote the NewAmericanCentury 24 / 7 Texas thanks,Hillary Clinton,0
Slate This is why Rand Paul will never be POTUS. BaltimoreUprising,Hillary Clinton,1
"_Poli_Ana_ No, she is got the BlackLivesMatter vote with / oh even talking to them. Most blacks are brainwashed by TheDemocrats",Hillary Clinton,0
If you reply not watching HillaryClinton is speech right now you reply missing her drop tons of wisdom.,Hillary Clinton,2
A proper introduction of Hillary Clinton should begin with five words Will the defendant please rise WhyImNotVotingForHillary,Hillary Clinton,0
YES! Community policing is answer to rebuilding trust in our communities between law enforcement and the people they serve.,Hillary Clinton,1
denial of normal t get it twisted. A major presidential candidate using her first policy speech to talk about mass incarcertaion.,Hillary Clinton,0
Hillary speak campaign rhetoric is going to be the death of me. jmarkwalk,Hillary Clinton,0
HillaryClinton A Rainbow logo? Did you know only 4 of the US is gay? 2010 Census. WhyImNotVotingForHillary,Hillary Clinton,0
Saw a bit of HillaryClinton is speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!,Hillary Clinton,2
Anomaly100 I am confident that will piss off a few white Anglo Saxon Protestants! Keep talking Jeb.,Hillary Clinton,1
Upworthy HillaryClinton It should be illegal for an employer to discriminate against their workers. EqualityForAll,Hillary Clinton,2
"A body camera on every cop, private servers for Cabinet Secretaries.",Hillary Clinton,1
JohnKerry BALWANIKAPIL HillaryClinton StateDept tomperriello I didn t realize PayToPlayDiplomacy was such a big hit!,Hillary Clinton,0
"VRWCTexan WOW, she is one to talk",Hillary Clinton,0
RT FutureTXLeader Are why all at UTEP ready for MarcoRubio in 2016 Miners LadyMiners UniversityOfTexasElPaso Rubio New ...,Hillary Clinton,1
